V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17_orig,label_simple,V17
000206b_,60.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,4.0, F_M,Major,Major
000206b_,61.0,YES, NO, NO,YES, NO, NO, NO,YES, NO,YES, NO, NO,Eb,2.0, F_M7,Seventh,Seventh
000206b_,62.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO,D,3.0, D_M7,Seventh,Seventh
000206b_,63.0,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO,YES, NO,C,2.0, D_M7,Seventh,Seventh
000206b_,64.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,Bb,5.0, G_m,Minor,Minor
000206b_,65.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,C,2.0, C_m,Minor,Minor
000206b_,66.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
000206b_,67.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,4.0, G_m,Minor,Minor
000206b_,68.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,3.0, G_m,Minor,Minor
000206b_,69.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,5.0, D_M,Major,Major
000206b_,70.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,3.0, G_m,Minor,Minor
000206b_,71.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,F,2.0, G_m,Minor,Minor
000206b_,72.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,Eb,4.0, C_m,Minor,Minor
000206b_,73.0,YES, NO,YES,YES, NO, NO, NO,YES, NO, NO, NO, NO,D,2.0, C_m,Minor,Minor
000206b_,74.0,YES, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO, NO,C,3.0, G_M7,Seventh,Seventh
000206b_,75.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES,B,2.0, G_M7,Seventh,Seventh
000206b_,76.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_m,Minor,Minor
000206b_,77.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,3.0, G_m,Minor,Minor
000206b_,78.0, NO,YES, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,4.0, A_M,Major,Major
000206b_,79.0, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,2.0, D_m,Minor,Minor
000206b_,80.0, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M4,Suspended,Suspended
000206b_,81.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,2.0, A_M,Major,Major
000206b_,82.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,5.0, D_M,Major,Major
000306b_,1.0, NO,YES, NO, NO, NO, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
000306b_,2.0, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES,A,2.0, A_M,Major,Major
000306b_,3.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_M,Major,Major
000306b_,4.0, NO, NO,YES, NO,YES, NO, NO, NO, NO,YES, NO,YES,B,2.0, A_M,Major,Major
000306b_,5.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C#,3.0, A_M,Major,Major
000306b_,6.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,4.0, D_M,Major,Major
000306b_,7.0, NO, NO,YES, NO,YES, NO, NO, NO,YES,YES, NO, NO,E,2.0, D_M,Major,Major
000306b_,8.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, F#m,Minor,Minor
000306b_,9.0, NO,YES, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO,E,2.0, F#m,Minor,Minor
000306b_,10.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,D#,5.0, B_M,Major,Major
000306b_,11.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,D#,2.0, B_M,Major,Major
000306b_,12.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO,E,3.0, E_M,Major,Major
000306b_,13.0, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO, NO,E,2.0, E_M,Major,Major
000306b_,14.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_M,Major,Major
000306b_,15.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_M,Major,Major
000306b_,16.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,A,2.0, B_M,Major,Major
000306b_,17.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,5.0, E_M,Major,Major
000306b_,18.0, NO, NO, NO, NO,YES, NO, NO, NO,YES,YES, NO,YES,A,2.0, E_M,Major,Major
000306b_,19.0, NO, NO, NO,YES, NO, NO,YES, NO,YES,YES, NO, NO,G#,3.0, D#d,Diminished,Diminished
000306b_,20.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,F#,2.0, D#d,Diminished,Diminished
000306b_,21.0, NO, NO, NO, NO,YES, NO,YES, NO,YES, NO, NO,YES,E,4.0, B_M,Major,Major
000306b_,22.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,F#,2.0, B_M,Major,Major
000306b_,23.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,3.0, E_M,Major,Major
000306b_,24.0, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,A,2.0, E_M,Major,Major
000306b_,25.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,B,5.0, E_M,Major,Major
000306b_,26.0, NO, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, E_M,Major,Major
000306b_,27.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_M,Major,Major
000306b_,28.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, B_M,Major,Major
000306b_,29.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4.0, E_M,Major,Major
000306b_,30.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,3.0, E_M,Major,Major
000306b_,31.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,5.0, A_M,Major,Major
000306b_,32.0, NO,YES, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO,G#,2.0, A_M,Major,Major
000306b_,33.0, NO,YES, NO, NO, NO, NO,YES, NO,YES, NO, NO, NO,F#,3.0, C#M,Major,Major
000306b_,34.0, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,F,2.0, C#M,Major,Major
000306b_,35.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,4.0, F#m,Minor,Minor
000306b_,36.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, F#m7,Seventh,Seventh
000306b_,37.0, NO,YES,YES, NO,YES, NO, NO, NO, NO, NO,YES, NO,D,3.0, A#d,Diminished,Diminished
000306b_,38.0, NO,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO,C#,2.0, A#d,Diminished,Diminished
000306b_,39.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
000306b_,40.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,B,2.0, B_m,Minor,Minor
000306b_,41.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C#,3.0, A_M,Major,Major
000306b_,42.0, NO,YES,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, A_M,Major,Major
000306b_,43.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4.0, E_M,Major,Major
000306b_,44.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, F#m,Minor,Minor
000306b_,45.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,5.0, E_M,Major,Major
000306b_,46.0, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES,G#,2.0, E_M,Major,Major
000306b_,47.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_M,Major,Major
000306b_,48.0, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, A_M,Major,Major
000306b_,49.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4.0, E_M,Major,Major
000306b_,50.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,2.0, E_M,Major,Major
000306b_,51.0, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, F#m,Minor,Minor
000306b_,52.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,E,2.0, F#m,Minor,Minor
000306b_,53.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,D#,5.0, B_M,Major,Major
000306b_,54.0, NO,YES, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,D#,2.0, B_M,Major,Major
000306b_,55.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO, NO,E,3.0, E_M7,Seventh,Seventh
000306b_,56.0, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,4.0, A_M,Major,Major
000408b_,1.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
000408b_,2.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
000408b_,3.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,5.0, F#M,Major,Major
000408b_,4.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,E,2.0, F#M,Major,Major
000408b_,5.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,3.0, B_m,Minor,Minor
000408b_,6.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,C#,2.0, F#M,Major,Major
000408b_,7.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_m,Minor,Minor
000408b_,8.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,A#,3.0, F#M7,Seventh,Seventh
000408b_,9.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
000408b_,10.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3.0, F#M,Major,Major
000408b_,11.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
000408b_,12.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_M,Major,Major
000408b_,13.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,D#,3.0, B_M,Major,Major
000408b_,14.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5.0, E_m,Minor,Minor
000408b_,15.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2.0, E_m,Minor,Minor
000408b_,16.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,F#,3.0, D_M,Major,Major
000408b_,17.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,2.0, D_M,Major,Major
000408b_,18.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
000408b_,19.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,F#,2.0, B_M7,Seventh,Seventh
000408b_,20.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,E,3.0, E_m,Minor,Minor
000408b_,21.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
000408b_,22.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,A,5.0, A_m6,Sixth,Sixth
000408b_,23.0,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES,B,2.0, A_m6,Sixth,Sixth
000408b_,24.0,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,C,1.0, A_m6,Sixth,Sixth
000408b_,25.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_M,Major,Major
000408b_,26.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, B_M,Major,Major
000408b_,27.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4.0, E_m,Minor,Minor
000408b_,28.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
000408b_,29.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
000408b_,30.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,5.0, F#M,Major,Major
000408b_,31.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,E,2.0, F#M,Major,Major
000408b_,32.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,D,3.0, B_m,Minor,Minor
000408b_,33.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,C#,2.0, F#M,Major,Major
000408b_,34.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_m,Minor,Minor
000408b_,35.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,A#,3.0, F#M7,Seventh,Seventh
000408b_,36.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
000408b_,37.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3.0, F#M,Major,Major
000408b_,38.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
000408b_,39.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_M,Major,Major
000408b_,40.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,D#,3.0, B_M,Major,Major
000408b_,41.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5.0, E_m,Minor,Minor
000408b_,42.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,2.0, E_m,Minor,Minor
000408b_,43.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,F#,3.0, D_M,Major,Major
000408b_,44.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,2.0, D_M,Major,Major
000408b_,45.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
000408b_,46.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,F#,2.0, B_M7,Seventh,Seventh
000408b_,47.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,E,3.0, E_m,Minor,Minor
000408b_,48.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
000408b_,49.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,A,5.0, A_m6,Sixth,Sixth
000408b_,50.0,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO,YES,B,2.0, A_m6,Sixth,Sixth
000408b_,51.0,YES, NO, NO, NO,YES, NO, NO, NO, NO, NO, NO, NO,C,1.0, A_m6,Sixth,Sixth
000408b_,52.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_M,Major,Major
000408b_,53.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, B_M,Major,Major
000408b_,54.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,4.0, E_m,Minor,Minor
000408b_,55.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5.0, E_m,Minor,Minor
000408b_,56.0, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES,E,2.0, E_m,Minor,Minor
000408b_,57.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,3.0, E_m,Minor,Minor
000408b_,58.0, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES,D,2.0, E_m,Minor,Minor
000408b_,59.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,C,4.0, A_m,Minor,Minor
000408b_,60.0, NO, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO,YES,B,2.0, A_m,Minor,Minor
000408b_,61.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
000408b_,62.0,YES, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, B_M7,Seventh,Seventh
000408b_,63.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5.0, E_m,Minor,Minor
000408b_,64.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D_M,Major,Major
000408b_,65.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,4.0, G_M,Major,Major
000408b_,66.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
000408b_,67.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,YES,F#,2.0, G_M,Major,Major
000408b_,68.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,5.0, E_m,Minor,Minor
000408b_,69.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,F#,3.0, D#d,Diminished,Diminished
000408b_,70.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,4.0, E_M,Major,Major
000408b_,71.0, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES,G#,2.0, E_M,Major,Major
000408b_,72.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,A#,3.0, F#M,Major,Major
000408b_,73.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,A#,2.0, F#M,Major,Major
000408b_,74.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,5.0, B_m,Minor,Minor
000408b_,75.0, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO,F#,3.0, F#M,Major,Major
000408b_,76.0, NO,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO,F#,2.0, F#M,Major,Major
000408b_,77.0, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES,B,4.0, B_m,Minor,Minor
000408b_,78.0, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,E,3.0, C#d,Diminished,Diminished
000408b_,79.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,5.0, D_M,Major,Major
000408b_,80.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,3.0, G_M,Major,Major
000408b_,81.0, NO,YES,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,G,2.0, G_M,Major,Major
000408b_,82.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,B,4.0, G_M,Major,Major
000408b_,83.0,YES, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO, NO,C,2.0, G_M,Major,Major
000408b_,84.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
000408b_,85.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,2.0, D_M,Major,Major
000408b_,86.0, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES,E,5.0, E_m,Minor,Minor
000408b_,87.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
000408b_,88.0, NO, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO,YES,B,3.0, B_M7,Seventh,Seventh
000408b_,89.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, B_M7,Seventh,Seventh
000408b_,90.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,4.0, C_M,Major,Major
000408b_,91.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES,G,5.0, G_M,Major,Major
000408b_,92.0, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO,YES,G,2.0, G_M,Major,Major
000408b_,93.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO, NO,D#,3.0, B_M7,Seventh,Seventh
000408b_,94.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,D#,2.0, B_M7,Seventh,Seventh
000408b_,95.0, NO, NO, NO, NO,YES, NO,YES,YES, NO, NO, NO,YES,E,4.0, E_m,Minor,Minor
000408b_,96.0, NO, NO, NO,YES,YES, NO, NO,YES, NO, NO, NO,YES,E,2.0, E_m,Minor,Minor
000408b_,97.0,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,C,3.0, C_M,Major,Major
000408b_,98.0,YES, NO, NO, NO,YES, NO,YES, NO, NO,YES, NO, NO,A,5.0, A_m6,Sixth,Sixth
000408b_,99.0, NO, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES,B,3.0, B_M,Major,Major
000408b_,100.0, NO, NO, NO,YES, NO, NO,YES, NO, NO,YES, NO,YES,B,2.0, B_M7,Seventh,Seventh
000408b_,101.0, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES,E,4.0, E_M,Major,Major
000507b_,1.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,3.0, G_m,Minor,Minor
000507b_,2.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,C,5.0, C_m,Minor,Minor
000507b_,3.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,Bb,2.0, C_m,Minor,Minor
000507b_,4.0,YES, NO, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,A,3.0, A_m,Minor,Minor
000507b_,5.0,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, A_m,Minor,Minor
000507b_,6.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,4.0, G_m,Minor,Minor
000507b_,7.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,F,2.0, G_m,Minor,Minor
000507b_,8.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO, NO, NO,Eb,3.0, C_m,Minor,Minor
000507b_,9.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,5.0, D_M,Major,Major
000507b_,10.0,YES, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,C,3.0, D_M7,Seventh,Seventh
000507b_,11.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,Bb,5.0, G_m,Minor,Minor
000507b_,12.0,YES, NO, NO, NO, NO, NO, NO,YES, NO,YES, NO, NO,A,3.0, A_m7,Seventh,Seventh
000507b_,13.0,YES, NO, NO, NO, NO, NO,YES, NO, NO,YES, NO, NO,A,2.0, A_m7,Seventh,Seventh
000507b_,14.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,4.0, G_m,Minor,Minor
000507b_,15.0,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,C,3.0, A_d,Diminished,Diminished
000507b_,16.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,5.0, D_M,Major,Major
000507b_,17.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
000507b_,18.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,5.0, G_m,Minor,Minor
000507b_,19.0,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M,Major,Major
000507b_,20.0,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,Eb,2.0, F_M,Major,Major
000507b_,21.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,D,4.0, BbM,Major,Major
000507b_,22.0,YES, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,C,2.0, BbM,Major,Major
000507b_,23.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3.0, BbM,Major,Major
000507b_,24.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,Eb,5.0, C_m7,Seventh,Seventh
000507b_,25.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M,Major,Major
000507b_,26.0,YES, NO, NO,YES, NO,YES, NO,YES, NO, NO, NO, NO,F,2.0, F_M,Major,Major
000507b_,27.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,F#,4.0, D_M,Major,Major
000507b_,28.0, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO, NO,D,3.0, D_M,Major,Major
000507b_,29.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,5.0, G_m,Minor,Minor
000507b_,30.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,3.0, F_M,Major,Major
000507b_,31.0,YES, NO, NO,YES, NO, NO, NO, NO, NO,YES, NO, NO,A,2.0, F_M,Major,Major
000507b_,32.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,4.0, BbM,Major,Major
000507b_,33.0,YES, NO,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,2.0, BbM,Major,Major
000507b_,34.0, NO, NO,YES, NO, NO, NO, NO,YES, NO, NO,YES, NO,G,3.0, G_m,Minor,Minor
000507b_,35.0, NO, NO,YES, NO, NO,YES, NO,YES, NO, NO,YES, NO,F,2.0, G_m,Minor,Minor
000507b_,36.0,YES, NO, NO,YES, NO, NO, NO,YES, NO, NO,YES, NO,Eb,5.0, C_m,Minor,Minor
000507b_,37.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,F,3.0, F_M,Major,Major
000507b_,38.0,YES, NO, NO,YES, NO,YES, NO, NO, NO,YES, NO, NO,F,2.0, F_M,Major,Major
000507b_,39.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,4.0, BbM,Major,Major
000507b_,40.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3.0, BbM,Major,Major
000507b_,41.0,YES, NO, NO, NO, NO,YES, NO, NO, NO,YES, NO, NO,A,5.0, F_M,Major,Major
000507b_,42.0, NO, NO,YES, NO, NO,YES, NO, NO, NO, NO,YES, NO,Bb,3.0, BbM,Major,Major
